航班号,航空公司,起飞机场,到达机场,起飞机场三字码,到达机场三字码,计划起飞时间,实际起飞时间,计划到达时间,实际到达时间,状态,时长,起飞城市三字码,到达城市三字码,起飞城市,到达城市,日期
MU2771,东方航空,禄口国际机场,黄花国际机场,NKG,CSX,09:20,09:24,11:10,10:52,到达,1h28m,NKG,CSX,南京,长沙,2020-04-02
HO3939,吉祥航空,禄口国际机场,黄花国际机场,NKG,CSX,09:20,09:24,11:10,10:52,到达,1h28m,NKG,CSX,南京,长沙,2020-04-02
HO3491,吉祥航空,禄口国际机场,黄花国际机场,NKG,CSX,12:40,取消,14:30,取消,取消,1h50m,NKG,CSX,南京,长沙,2020-04-02
3U2562,四川航空,禄口国际机场,黄花国际机场,NKG,CSX,12:40,取消,14:30,取消,取消,1h50m,NKG,CSX,南京,长沙,2020-04-02
EU2754,成都航空,禄口国际机场,黄花国际机场,NKG,CSX,12:40,取消,14:30,取消,取消,1h50m,NKG,CSX,南京,长沙,2020-04-02
TV6549,西藏航空,禄口国际机场,黄花国际机场,NKG,CSX,13:30,13:36,15:20,14:58,到达,1h22m,NKG,CSX,南京,长沙,2020-04-02
KY9585,昆明航空,禄口国际机场,黄花国际机场,NKG,CSX,13:30,13:36,15:20,14:58,到达,1h22m,NKG,CSX,南京,长沙,2020-04-02
ZH9585,深圳航空,禄口国际机场,黄花国际机场,NKG,CSX,13:30,13:36,15:20,14:58,到达,1h22m,NKG,CSX,南京,长沙,2020-04-02
HO3302,吉祥航空,禄口国际机场,黄花国际机场,NKG,CSX,13:30,13:36,15:20,14:58,到达,1h22m,NKG,CSX,南京,长沙,2020-04-02
HU7408,海南航空,禄口国际机场,黄花国际机场,NKG,CSX,16:10,取消,17:55,取消,取消,1h45m,NKG,CSX,南京,长沙,2020-04-02
HO3941,吉祥航空,禄口国际机场,黄花国际机场,NKG,CSX,17:40,取消,19:30,取消,取消,1h50m,NKG,CSX,南京,长沙,2020-04-02
MU2843,东方航空,禄口国际机场,黄花国际机场,NKG,CSX,17:40,取消,19:30,取消,取消,1h50m,NKG,CSX,南京,长沙,2020-04-02
CZ6930,南方航空,禄口国际机场,黄花国际机场,NKG,CSX,20:10,取消,22:00,取消,取消,1h50m,NKG,CSX,南京,长沙,2020-04-02
CZ3126,南方航空,禄口国际机场,黄花国际机场,NKG,CSX,20:50,20:57,22:35,22:15,到达,1h18m,NKG,CSX,南京,长沙,2020-04-02
CZ5010,南方航空,禄口国际机场,黄花国际机场,NKG,CSX,22:00,21:57,23:45,23:15,到达,1h18m,NKG,CSX,南京,长沙,2020-04-02
NS6040,河北航空,禄口国际机场,黄花国际机场,NKG,CSX,22:00,21:57,23:45,23:15,到达,1h18m,NKG,CSX,南京,长沙,2020-04-02
MF8040,厦门航空,禄口国际机场,黄花国际机场,NKG,CSX,22:00,21:57,23:45,23:15,到达,1h18m,NKG,CSX,南京,长沙,2020-04-02
3U4012,四川航空,禄口国际机场,黄花国际机场,NKG,CSX,22:00,21:57,23:45,23:15,到达,1h18m,NKG,CSX,南京,长沙,2020-04-02
9C8658,春秋航空,地窝堡国际机场,扬州泰州机场,URC,YTY,14:50,19:47,21:15,01:11+1,到达,5h24m,URC,YTY,乌鲁木齐,扬州,2020-04-02
CA1659,中国国航,首都国际机场,三家子机场,PEK,NDG,06:35,06:28,08:35,08:06,到达,1h38m,BJS,NDG,北京,齐齐哈尔,2020-04-02
ZH1659,深圳航空,首都国际机场,三家子机场,PEK,NDG,06:35,06:28,08:35,08:06,到达,1h38m,BJS,NDG,北京,齐齐哈尔,2020-04-02
9H8355,长安航空,咸阳国际机场,涟水机场,XIY,HIA,07:10,07:26,09:05,09:00,到达,1h34m,SIA,HIA,西安,淮安,2020-04-02
RY8934,江西航空,新郑国际机场,昌北国际机场,CGO,KHN,19:20,取消,21:00,取消,取消,1h40m,CGO,KHN,郑州,南昌,2020-04-02
MF2018,厦门航空,新郑国际机场,昌北国际机场,CGO,KHN,19:20,取消,21:00,取消,取消,1h40m,CGO,KHN,郑州,南昌,2020-04-02
HO1095,吉祥航空,虹桥国际机场,飞雄机场,SHA,BFJ,13:55,13:58,16:55,16:33,到达,2h35m,SHA,BFJ,上海,毕节,2020-04-02
KN5882,中国联合航空,沙堤机场,明港机场,FUO,XAI,08:00,取消,10:10,取消,取消,2h10m,FUO,XAI,佛山,信阳,2020-04-02
3U8873,四川航空,奔牛机场,美兰国际机场,CZX,HAK,15:00,取消,17:40,取消,取消,2h40m,CZX,HAK,常州,海口,2020-04-02
CA3330,中国国航,奔牛机场,美兰国际机场,CZX,HAK,20:00,19:51,23:00,22:37,到达,2h46m,CZX,HAK,常州,海口,2020-04-02
HO5015,吉祥航空,奔牛机场,美兰国际机场,CZX,HAK,20:00,19:51,23:00,22:37,到达,2h46m,CZX,HAK,常州,海口,2020-04-02
ZH9350,深圳航空,奔牛机场,美兰国际机场,CZX,HAK,20:00,19:51,23:00,22:37,到达,2h46m,CZX,HAK,常州,海口,2020-04-02
MU9617,东方航空,栎社国际机场,新郑国际机场,NGB,CGO,12:20,取消,14:30,取消,取消,2h10m,NGB,CGO,宁波,郑州,2020-04-02
8L9550,祥鹏航空,栎社国际机场,新郑国际机场,NGB,CGO,13:25,13:17,15:35,15:05,到达,1h48m,NGB,CGO,宁波,郑州,2020-04-02
HU7174,海南航空,栎社国际机场,新郑国际机场,NGB,CGO,20:10,取消,22:10,取消,取消,2h0m,NGB,CGO,宁波,郑州,2020-04-02
ZH5013,深圳航空,咸阳国际机场,六盘山机场,XIY,GYU,12:05,12:23,13:15,13:01,到达,0h38m,SIA,GYU,西安,固原,2020-04-02
HO1009,吉祥航空,咸阳国际机场,六盘山机场,XIY,GYU,12:05,12:23,13:15,13:01,到达,0h38m,SIA,GYU,西安,固原,2020-04-02
MU4653,东方航空,咸阳国际机场,六盘山机场,XIY,GYU,12:05,12:23,13:15,13:01,到达,0h38m,SIA,GYU,西安,固原,2020-04-02
HU8051,海南航空,美兰国际机场,香港国际机场,HAK,HKG,13:35,取消,15:00,取消,取消,1h25m,HAK,HKG,海口,香港,2020-04-02
HX108,香港航空,美兰国际机场,香港国际机场,HAK,HKG,13:35,取消,15:00,取消,取消,1h25m,HAK,HKG,海口,香港,2020-04-02
HU8212,海南航空,美兰国际机场,香港国际机场,HAK,HKG,18:35,取消,20:00,取消,取消,1h25m,HAK,HKG,海口,香港,2020-04-02
HX158,香港航空,美兰国际机场,香港国际机场,HAK,HKG,18:35,取消,20:00,取消,取消,1h25m,HAK,HKG,海口,香港,2020-04-02
9C6234,春秋航空,兴东国际机场,潮汕机场,NTG,SWA,20:50,取消,23:20,取消,取消,2h30m,NTG,SWA,南通,揭阳,2020-04-02
9C8957,春秋航空,虹桥国际机场,潮汕机场,SHA,SWA,06:50,06:42,09:00,08:29,到达,1h47m,SHA,SWA,上海,揭阳,2020-04-02
MU9297,东方航空,虹桥国际机场,潮汕机场,SHA,SWA,10:30,取消,12:30,取消,取消,2h0m,SHA,SWA,上海,揭阳,2020-04-02
FM9297,上海航空,虹桥国际机场,潮汕机场,SHA,SWA,10:30,取消,12:30,取消,取消,2h0m,SHA,SWA,上海,揭阳,2020-04-02
FM9357,上海航空,虹桥国际机场,潮汕机场,SHA,SWA,11:50,11:59,13:50,13:49,到达,1h50m,SHA,SWA,上海,揭阳,2020-04-02
MU9357,东方航空,虹桥国际机场,潮汕机场,SHA,SWA,11:50,11:59,13:50,13:49,到达,1h50m,SHA,SWA,上海,揭阳,2020-04-02
MU5205,东方航空,浦东国际机场,潮汕机场,PVG,SWA,12:15,取消,16:10,取消,取消,3h55m,SHA,SWA,上海,揭阳,2020-04-02
CZ3852,南方航空,浦东国际机场,潮汕机场,PVG,SWA,15:00,取消,17:25,取消,取消,2h25m,SHA,SWA,上海,揭阳,2020-04-02
MU5263,东方航空,浦东国际机场,潮汕机场,PVG,SWA,16:40,取消,19:10,取消,取消,2h30m,SHA,SWA,上海,揭阳,2020-04-02
CZ8263,南方航空,浦东国际机场,潮汕机场,PVG,SWA,17:00,17:00,19:25,18:51,到达,1h51m,SHA,SWA,上海,揭阳,2020-04-02
MU5209,东方航空,虹桥国际机场,潮汕机场,SHA,SWA,18:10,取消,20:20,取消,取消,2h10m,SHA,SWA,上海,揭阳,2020-04-02
FM9299,上海航空,浦东国际机场,潮汕机场,PVG,SWA,21:05,取消,23:30,取消,取消,2h25m,SHA,SWA,上海,揭阳,2020-04-02
MU9299,东方航空,浦东国际机场,潮汕机场,PVG,SWA,21:05,取消,23:30,取消,取消,2h25m,SHA,SWA,上海,揭阳,2020-04-02
HU6119,海南航空,周水子国际机场,黄花国际机场,DLC,CSX,08:15,08:12,10:55,10:37,到达,2h25m,DLC,CSX,大连,长沙,2020-04-02
HU7408,海南航空,周水子国际机场,黄花国际机场,DLC,CSX,13:15,取消,17:55,取消,取消,4h40m,DLC,CSX,大连,长沙,2020-04-02
CZ3980,南方航空,周水子国际机场,黄花国际机场,DLC,CSX,19:25,取消,00:20+1,取消,取消,4h55m,DLC,CSX,大连,长沙,2020-04-02
ZH3076,深圳航空,金湾机场,流亭国际机场,ZUH,TAO,12:10,12:17,16:25,16:04,到达,3h47m,ZUH,TAO,珠海,青岛,2020-04-02
CA4910,中国国航,金湾机场,流亭国际机场,ZUH,TAO,12:10,12:17,16:25,16:04,到达,3h47m,ZUH,TAO,珠海,青岛,2020-04-02
SC4910,山东航空,金湾机场,流亭国际机场,ZUH,TAO,12:10,12:17,16:25,16:04,到达,3h47m,ZUH,TAO,珠海,青岛,2020-04-02
SC8842,山东航空,金湾机场,流亭国际机场,ZUH,TAO,18:55,取消,23:35,取消,取消,4h40m,ZUH,TAO,珠海,青岛,2020-04-02
CA8842,中国国航,金湾机场,流亭国际机场,ZUH,TAO,18:55,取消,23:35,取消,取消,4h40m,ZUH,TAO,珠海,青岛,2020-04-02
CA3824,中国国航,兴东国际机场,宝安国际机场,NTG,SZX,20:10,20:07,22:40,22:29,到达,2h22m,NTG,SZX,南通,深圳,2020-04-02
ZH9922,深圳航空,兴东国际机场,宝安国际机场,NTG,SZX,20:10,20:07,22:40,22:29,到达,2h22m,NTG,SZX,南通,深圳,2020-04-02
HO5177,吉祥航空,兴东国际机场,宝安国际机场,NTG,SZX,20:10,20:07,22:40,22:29,到达,2h22m,NTG,SZX,南通,深圳,2020-04-02
KY9922,昆明航空,兴东国际机场,宝安国际机场,NTG,SZX,20:10,20:07,22:40,22:29,到达,2h22m,NTG,SZX,南通,深圳,2020-04-02
HU7617,海南航空,首都国际机场,乌海机场,PEK,WUA,17:25,17:17,19:25,18:50,到达,1h33m,BJS,WUA,北京,乌海,2020-04-02
9C8782,春秋航空,银川河东国际机场,庆阳机场,INC,IQN,19:35,19:29,20:25,20:11,到达,0h42m,INC,IQN,银川,庆阳,2020-04-02
BK2851,奥凯航空,滨海国际机场,双流国际机场,TSN,CTU,06:35,06:36,09:30,09:19,到达,2h43m,TSN,CTU,天津,成都,2020-04-02
ZH4188,深圳航空,滨海国际机场,双流国际机场,TSN,CTU,10:30,取消,13:35,取消,取消,3h5m,TSN,CTU,天津,成都,2020-04-02
CA4188,中国国航,滨海国际机场,双流国际机场,TSN,CTU,10:30,取消,13:35,取消,取消,3h5m,TSN,CTU,天津,成都,2020-04-02
TV6316,西藏航空,滨海国际机场,双流国际机场,TSN,CTU,10:30,取消,13:35,取消,取消,3h5m,TSN,CTU,天津,成都,2020-04-02
3U8370,四川航空,滨海国际机场,双流国际机场,TSN,CTU,10:40,取消,14:05,取消,取消,3h25m,TSN,CTU,天津,成都,2020-04-02
G58679,华夏航空,滨海国际机场,双流国际机场,TSN,CTU,10:40,取消,14:05,取消,取消,3h25m,TSN,CTU,天津,成都,2020-04-02
ZH4585,深圳航空,滨海国际机场,双流国际机场,TSN,CTU,14:45,14:54,17:55,17:36,到达,2h42m,TSN,CTU,天津,成都,2020-04-02
CA8137,中国国航,滨海国际机场,双流国际机场,TSN,CTU,14:45,14:54,17:55,17:36,到达,2h42m,TSN,CTU,天津,成都,2020-04-02
EU2250,成都航空,滨海国际机场,双流国际机场,TSN,CTU,17:45,17:44,20:55,20:13,到达,2h29m,TSN,CTU,天津,成都,2020-04-02
3U2510,四川航空,滨海国际机场,双流国际机场,TSN,CTU,17:45,17:44,20:55,20:13,到达,2h29m,TSN,CTU,天津,成都,2020-04-02
GS7887,天津航空,滨海国际机场,双流国际机场,TSN,CTU,19:05,取消,22:05,取消,取消,3h0m,TSN,CTU,天津,成都,2020-04-02
MF5092,厦门航空,滨海国际机场,双流国际机场,TSN,CTU,22:15,取消,01:45+1,取消,取消,3h30m,TSN,CTU,天津,成都,2020-04-02
3U8862,四川航空,滨海国际机场,双流国际机场,TSN,CTU,22:15,取消,01:45+1,取消,取消,3h30m,TSN,CTU,天津,成都,2020-04-02
G58680,华夏航空,滨海国际机场,双流国际机场,TSN,CTU,22:15,取消,01:45+1,取消,取消,3h30m,TSN,CTU,天津,成都,2020-04-02
3U8775,四川航空,萧山国际机场,南郊机场,HGH,MIG,08:05,08:28,11:05,11:08,到达,2h40m,HGH,MIG,杭州,绵阳,2020-04-02
MF5071,厦门航空,萧山国际机场,南郊机场,HGH,MIG,08:05,08:28,11:05,11:08,到达,2h40m,HGH,MIG,杭州,绵阳,2020-04-02
NS8629,河北航空,长乐国际机场,两江国际机场,FOC,KWL,14:30,14:36,16:35,16:30,到达,1h54m,FOC,KWL,福州,桂林,2020-04-02
MF8629,厦门航空,长乐国际机场,两江国际机场,FOC,KWL,14:30,14:36,16:35,16:30,到达,1h54m,FOC,KWL,福州,桂林,2020-04-02
FU6565,福州航空,长乐国际机场,两江国际机场,FOC,KWL,17:45,取消,19:50,取消,取消,2h5m,FOC,KWL,福州,桂林,2020-04-02
GX8815,北部湾航空,吴圩国际机场,飞雄机场,NNG,BFJ,12:10,取消,13:40,取消,取消,1h30m,NNG,BFJ,南宁,毕节,2020-04-02
A67230,红土航空,长白山机场,蓬莱国际机场,NBS,YNT,13:15,取消,15:10,取消,取消,1h55m,NBS,YNT,白山,烟台,2020-04-02
GX7857,北部湾航空,美兰国际机场,桃花源机场,HAK,CGD,19:05,19:06,21:10,20:43,到达,1h37m,HAK,CGD,海口,常德,2020-04-02
SC7058,山东航空,贡嘎国际机场,曹家堡机场,LXA,XNN,15:20,取消,17:25,取消,取消,2h5m,LXA,XNN,拉萨,西宁,2020-04-02
MU4630,东方航空,贡嘎国际机场,曹家堡机场,LXA,XNN,15:20,取消,17:25,取消,取消,2h5m,LXA,XNN,拉萨,西宁,2020-04-02
CZ9664,南方航空,贡嘎国际机场,曹家堡机场,LXA,XNN,15:20,取消,17:25,取消,取消,2h5m,LXA,XNN,拉萨,西宁,2020-04-02
3U8902,四川航空,贡嘎国际机场,曹家堡机场,LXA,XNN,15:20,取消,17:25,取消,取消,2h5m,LXA,XNN,拉萨,西宁,2020-04-02
GX8976,北部湾航空,北郊机场,凤凰国际机场,LYA,SYX,20:15,取消,23:30,取消,取消,3h15m,LYA,SYX,洛阳,三亚,2020-04-02
ZH4053,深圳航空,江北国际机场,和田机场,CKG,HTN,07:00,06:56,12:10,11:36,到达,4h40m,CKG,HTN,重庆,和田,2020-04-02
CA4053,中国国航,江北国际机场,和田机场,CKG,HTN,07:00,06:56,12:10,11:36,到达,4h40m,CKG,HTN,重庆,和田,2020-04-02
Y87541,金鹏航空,金湾机场,路桥机场,ZUH,HYN,10:30,10:29,12:40,12:20,到达,1h51m,ZUH,HYN,珠海,台州,2020-04-02
MU5466,东方航空,昌北国际机场,浦东国际机场,KHN,PVG,07:00,06:57,08:45,08:02,到达,1h5m,KHN,SHA,南昌,上海,2020-04-02
CZ9259,南方航空,昌北国际机场,浦东国际机场,KHN,PVG,07:00,06:57,08:45,08:02,到达,1h5m,KHN,SHA,南昌,上海,2020-04-02
QF4266,澳洲航空,昌北国际机场,浦东国际机场,KHN,PVG,07:00,06:57,08:45,08:02,到达,1h5m,KHN,SHA,南昌,上海,2020-04-02
FM9246,上海航空,昌北国际机场,虹桥国际机场,KHN,SHA,10:15,取消,11:50,取消,取消,1h35m,KHN,SHA,南昌,上海,2020-04-02
MU9246,东方航空,昌北国际机场,虹桥国际机场,KHN,SHA,10:15,取消,11:50,取消,取消,1h35m,KHN,SHA,南昌,上海,2020-04-02
HO3778,吉祥航空,昌北国际机场,虹桥国际机场,KHN,SHA,16:50,取消,18:15,取消,取消,1h25m,KHN,SHA,南昌,上海,2020-04-02
MU5560,东方航空,昌北国际机场,虹桥国际机场,KHN,SHA,16:50,取消,18:15,取消,取消,1h25m,KHN,SHA,南昌,上海,2020-04-02
CZ9257,南方航空,昌北国际机场,虹桥国际机场,KHN,SHA,16:50,取消,18:15,取消,取消,1h25m,KHN,SHA,南昌,上海,2020-04-02
QF4056,澳洲航空,昌北国际机场,浦东国际机场,KHN,PVG,19:20,取消,20:55,取消,取消,1h35m,KHN,SHA,南昌,上海,2020-04-02
MU5532,东方航空,昌北国际机场,浦东国际机场,KHN,PVG,19:20,取消,20:55,取消,取消,1h35m,KHN,SHA,南昌,上海,2020-04-02
MU5380,东方航空,龙湾国际机场,流亭国际机场,WNZ,TAO,17:55,17:51,20:05,19:37,到达,1h46m,WNZ,TAO,温州,青岛,2020-04-02
NS3244,河北航空,禄口国际机场,正定国际机场,NKG,SJW,15:50,取消,17:40,取消,取消,1h50m,NKG,SJW,南京,石家庄,2020-04-02
MF7034,厦门航空,禄口国际机场,正定国际机场,NKG,SJW,15:50,取消,17:40,取消,取消,1h50m,NKG,SJW,南京,石家庄,2020-04-02
MF7086,厦门航空,禄口国际机场,正定国际机场,NKG,SJW,22:30,取消,00:15+1,取消,取消,1h45m,NKG,SJW,南京,石家庄,2020-04-02
NS3608,河北航空,禄口国际机场,正定国际机场,NKG,SJW,22:30,取消,00:15+1,取消,取消,1h45m,NKG,SJW,南京,石家庄,2020-04-02
MU9413,东方航空,浦东国际机场,伊金霍洛机场,PVG,DSN,11:25,11:26,14:20,14:01,到达,2h35m,SHA,DSN,上海,鄂尔多斯,2020-04-02
FM9413,上海航空,浦东国际机场,伊金霍洛机场,PVG,DSN,11:25,11:26,14:20,14:01,到达,2h35m,SHA,DSN,上海,鄂尔多斯,2020-04-02
9H8422,长安航空,兴东国际机场,银川河东国际机场,NTG,INC,13:50,取消,18:45,取消,取消,4h55m,NTG,INC,南通,银川,2020-04-02
CZ3605,南方航空,朝阳川机场,白云国际机场,YNJ,CAN,07:00,06:45,13:30,13:07,到达,6h22m,YNJ,CAN,延吉,广州,2020-04-02
MU2389,东方航空,新桥国际机场,银川河东国际机场,HFE,INC,16:20,取消,20:40,取消,取消,4h20m,HFE,INC,合肥,银川,2020-04-02
ZH1859,深圳航空,首都国际机场,白莲机场,PEK,LZH,09:00,取消,12:20,取消,取消,3h20m,BJS,LZH,北京,柳州,2020-04-02
CA1859,中国国航,首都国际机场,白莲机场,PEK,LZH,09:00,取消,12:20,取消,取消,3h20m,BJS,LZH,北京,柳州,2020-04-02
SC1859,山东航空,首都国际机场,白莲机场,PEK,LZH,09:00,取消,12:20,取消,取消,3h20m,BJS,LZH,北京,柳州,2020-04-02
9C8858,春秋航空,中川机场,栎社国际机场,LHW,NGB,07:45,08:01,12:00,11:55,到达,3h54m,LHW,NGB,兰州,宁波,2020-04-02
GS6575,天津航空,美兰国际机场,芷江机场,HAK,HJJ,09:05,09:14,10:45,10:35,到达,1h21m,HAK,HJJ,海口,怀化,2020-04-02
G54302,华夏航空,周水子国际机场,邯郸机场,DLC,HDG,10:40,11:38,12:20,13:04,到达,1h26m,DLC,HDG,大连,邯郸,2020-04-02
JD5223,首都航空,咸阳国际机场,两江国际机场,XIY,KWL,07:10,取消,09:30,取消,取消,2h20m,SIA,KWL,西安,桂林,2020-04-02
G58312,华夏航空,流亭国际机场,地窝堡国际机场,TAO,URC,07:05,取消,13:45,取消,取消,6h40m,TAO,URC,青岛,乌鲁木齐,2020-04-02
CA4611,中国国航,流亭国际机场,地窝堡国际机场,TAO,URC,07:05,取消,13:45,取消,取消,6h40m,TAO,URC,青岛,乌鲁木齐,2020-04-02
SC4611,山东航空,流亭国际机场,地窝堡国际机场,TAO,URC,07:05,取消,13:45,取消,取消,6h40m,TAO,URC,青岛,乌鲁木齐,2020-04-02
UQ2506,乌鲁木齐航空,流亭国际机场,地窝堡国际机场,TAO,URC,18:05,取消,01:35+1,取消,取消,7h30m,TAO,URC,青岛,乌鲁木齐,2020-04-02
CZ6331,南方航空,林都机场,白云国际机场,LDS,CAN,16:55,16:59,23:35,22:54,到达,5h55m,LDS,CAN,伊春,广州,2020-04-02
CZ8534,南方航空,克拉玛依机场,新郑国际机场,KRY,CGO,16:30,取消,20:20,取消,取消,3h50m,KRY,CGO,克拉玛依,郑州,2020-04-02
CA3867,中国国航,宝安国际机场,保安营机场,SZX,PZI,07:05,07:05,09:40,09:23,到达,2h18m,SZX,PZI,深圳,攀枝花,2020-04-02
ZH9949,深圳航空,宝安国际机场,保安营机场,SZX,PZI,07:05,07:05,09:40,09:23,到达,2h18m,SZX,PZI,深圳,攀枝花,2020-04-02
KY9949,昆明航空,宝安国际机场,保安营机场,SZX,PZI,07:05,07:05,09:40,09:23,到达,2h18m,SZX,PZI,深圳,攀枝花,2020-04-02
NS8258,河北航空,沙坡头机场,咸阳国际机场,ZHY,XIY,14:20,14:36,15:40,15:37,到达,1h1m,ZHY,SIA,中卫,西安,2020-04-02
MF8258,厦门航空,沙坡头机场,咸阳国际机场,ZHY,XIY,14:20,14:36,15:40,15:37,到达,1h1m,ZHY,SIA,中卫,西安,2020-04-02
MU4403,东方航空,沙坡头机场,咸阳国际机场,ZHY,XIY,14:20,14:36,15:40,15:37,到达,1h1m,ZHY,SIA,中卫,西安,2020-04-02
FM9085,上海航空,虹桥国际机场,西江机场,SHA,WUZ,08:35,08:40,13:20,13:00,到达,4h20m,SHA,WUZ,上海,梧州,2020-04-02
MU9085,东方航空,虹桥国际机场,西江机场,SHA,WUZ,08:35,08:40,13:20,13:00,到达,4h20m,SHA,WUZ,上海,梧州,2020-04-02
CZ3362,南方航空,刘集机场,白云国际机场,XFN,CAN,22:05,22:02,00:05+1,23:41,到达,1h39m,XFN,CAN,襄阳,广州,2020-04-02
ZH5060,深圳航空,平潭机场,禄口国际机场,HUZ,NKG,14:20,取消,16:20,取消,取消,2h0m,HUZ,NKG,惠州,南京,2020-04-02
MU4850,东方航空,平潭机场,禄口国际机场,HUZ,NKG,14:20,取消,16:20,取消,取消,2h0m,HUZ,NKG,惠州,南京,2020-04-02
HO1732,吉祥航空,平潭机场,禄口国际机场,HUZ,NKG,14:20,取消,16:20,取消,取消,2h0m,HUZ,NKG,惠州,南京,2020-04-02
EU2249,成都航空,双流国际机场,呼伦贝尔东山国际机场,CTU,HLD,07:00,07:10,13:10,13:04,到达,5h54m,CTU,HLD,成都,海拉尔,2020-04-02
3U2509,四川航空,双流国际机场,呼伦贝尔东山国际机场,CTU,HLD,07:00,07:10,13:10,13:04,到达,5h54m,CTU,HLD,成都,海拉尔,2020-04-02
JD5514,首都航空,凤凰国际机场,明月山机场,SYX,YIC,13:50,取消,15:55,取消,取消,2h5m,SYX,YIC,三亚,宜春,2020-04-02
MF8209,厦门航空,周水子国际机场,滨海国际机场,DLC,TSN,09:40,09:40,10:50,10:29,到达,0h49m,DLC,TSN,大连,天津,2020-04-02
3U4025,四川航空,周水子国际机场,滨海国际机场,DLC,TSN,09:40,09:40,10:50,10:29,到达,0h49m,DLC,TSN,大连,天津,2020-04-02
NS8209,河北航空,周水子国际机场,滨海国际机场,DLC,TSN,09:40,09:40,10:50,10:29,到达,0h49m,DLC,TSN,大连,天津,2020-04-02
CZ5086,南方航空,周水子国际机场,滨海国际机场,DLC,TSN,09:40,09:40,10:50,10:29,到达,0h49m,DLC,TSN,大连,天津,2020-04-02
MF8074,厦门航空,周水子国际机场,晋江机场,DLC,JJN,07:50,07:46,13:05,12:42,到达,4h56m,DLC,JJN,大连,泉州,2020-04-02
NS6074,河北航空,周水子国际机场,晋江机场,DLC,JJN,07:50,07:46,13:05,12:42,到达,4h56m,DLC,JJN,大连,泉州,2020-04-02
CZ5024,南方航空,周水子国际机场,晋江机场,DLC,JJN,07:50,07:46,13:05,12:42,到达,4h56m,DLC,JJN,大连,泉州,2020-04-02
MU4106,东方航空,周水子国际机场,晋江机场,DLC,JJN,07:50,07:46,13:05,12:42,到达,4h56m,DLC,JJN,大连,泉州,2020-04-02
ZH3019,深圳航空,武夷山机场,白云国际机场,WUS,CAN,09:55,取消,11:45,取消,取消,1h50m,WUS,CAN,武夷山,广州,2020-04-02
CA4711,中国国航,武夷山机场,白云国际机场,WUS,CAN,09:55,取消,11:45,取消,取消,1h50m,WUS,CAN,武夷山,广州,2020-04-02
SC4711,山东航空,武夷山机场,白云国际机场,WUS,CAN,09:55,取消,11:45,取消,取消,1h50m,WUS,CAN,武夷山,广州,2020-04-02
CZ3773,南方航空,金湾机场,桃花源机场,ZUH,CGD,17:30,取消,19:15,取消,取消,1h45m,ZUH,CGD,珠海,常德,2020-04-02
G54342,华夏航空,满洲里西郊国际机场,滨海国际机场,NZH,TSN,20:25,20:10,23:00,22:12,到达,2h2m,NZH,TSN,满洲里,天津,2020-04-02
SC3698,山东航空,满洲里西郊国际机场,滨海国际机场,NZH,TSN,20:25,20:10,23:00,22:12,到达,2h2m,NZH,TSN,满洲里,天津,2020-04-02
MF8473,厦门航空,晋江机场,龙洞堡国际机场,JJN,KWE,07:45,07:58,10:00,10:09,到达,2h11m,JJN,KWE,泉州,贵阳,2020-04-02
3U4111,四川航空,晋江机场,龙洞堡国际机场,JJN,KWE,07:45,07:58,10:00,10:09,到达,2h11m,JJN,KWE,泉州,贵阳,2020-04-02
NS8473,河北航空,晋江机场,龙洞堡国际机场,JJN,KWE,07:45,07:58,10:00,10:09,到达,2h11m,JJN,KWE,泉州,贵阳,2020-04-02
PN6441,西部航空,晋江机场,龙洞堡国际机场,JJN,KWE,09:35,09:45,11:55,12:01,到达,2h16m,JJN,KWE,泉州,贵阳,2020-04-02
G58421,华夏航空,晋江机场,龙洞堡国际机场,JJN,KWE,10:10,10:16,12:35,12:25,到达,2h9m,JJN,KWE,泉州,贵阳,2020-04-02
SC8430,山东航空,晋江机场,龙洞堡国际机场,JJN,KWE,10:10,10:16,12:35,12:25,到达,2h9m,JJN,KWE,泉州,贵阳,2020-04-02
CA8430,中国国航,晋江机场,龙洞堡国际机场,JJN,KWE,10:10,10:16,12:35,12:25,到达,2h9m,JJN,KWE,泉州,贵阳,2020-04-02
GS6462,天津航空,晋江机场,龙洞堡国际机场,JJN,KWE,12:25,取消,14:50,取消,取消,2h25m,JJN,KWE,泉州,贵阳,2020-04-02
8L9756,祥鹏航空,晋江机场,龙洞堡国际机场,JJN,KWE,20:25,取消,22:40,取消,取消,2h15m,JJN,KWE,泉州,贵阳,2020-04-02
9C8763,春秋航空,扬州泰州机场,长乐国际机场,YTY,FOC,13:10,13:06,14:50,14:25,到达,1h19m,YTY,FOC,扬州,福州,2020-04-02
GT1092,桂林航空,三女河机场,美兰国际机场,TVS,HAK,21:40,21:27,01:30+1,01:06+1,到达,3h39m,TVS,HAK,唐山,海口,2020-04-02
GJ5008,长龙航空,贡嘎国际机场,双流国际机场,LXA,CTU,07:15,07:23,09:20,09:03,到达,1h40m,LXA,CTU,拉萨,成都,2020-04-02
CA3912,中国国航,贡嘎国际机场,双流国际机场,LXA,CTU,07:15,07:23,09:20,09:03,到达,1h40m,LXA,CTU,拉萨,成都,2020-04-02
SC6016,山东航空,贡嘎国际机场,双流国际机场,LXA,CTU,07:15,07:23,09:20,09:03,到达,1h40m,LXA,CTU,拉萨,成都,2020-04-02
