航班号,航空公司,起飞机场,到达机场,起飞机场三字码,到达机场三字码,计划起飞时间,实际起飞时间,计划到达时间,实际到达时间,状态,时长,起飞城市三字码,到达城市三字码,起飞城市,到达城市,日期
SC8363,山东航空,滨海国际机场,茅台机场,TSN,WMT,08:25,08:23,11:30,11:07,到达,2h44m,TSN,ZYI,天津,遵义,2020-04-03
SC2155,山东航空,美兰国际机场,金湾机场,HAK,ZUH,11:10,11:06,12:15,11:48,到达,0h42m,HAK,ZUH,海口,珠海,2020-04-03
CA4747,中国国航,美兰国际机场,金湾机场,HAK,ZUH,11:10,11:06,12:15,11:48,到达,0h42m,HAK,ZUH,海口,珠海,2020-04-03
CA5731,中国国航,保山机场,江北国际机场,BSD,CKG,12:05,12:10,13:50,13:34,到达,1h24m,BSD,CKG,保山,重庆,2020-04-03
ZH5331,深圳航空,保山机场,江北国际机场,BSD,CKG,12:05,12:10,13:50,13:34,到达,1h24m,BSD,CKG,保山,重庆,2020-04-03
KY8331,昆明航空,保山机场,江北国际机场,BSD,CKG,12:05,12:10,13:50,13:34,到达,1h24m,BSD,CKG,保山,重庆,2020-04-03
CZ6225,南方航空,萨尔图机场,浦东国际机场,DQA,PVG,13:50,13:43,18:45,18:22,到达,4h39m,DQA,SHA,大庆,上海,2020-04-03
MU5530,东方航空,萨尔图机场,虹桥国际机场,DQA,SHA,14:35,14:54,20:05,19:24,到达,4h30m,DQA,SHA,大庆,上海,2020-04-03
CZ9171,南方航空,萨尔图机场,虹桥国际机场,DQA,SHA,14:35,14:54,20:05,19:24,到达,4h30m,DQA,SHA,大庆,上海,2020-04-03
CA4355,中国国航,高崎国际机场,白云国际机场,XMN,CAN,00:00,20:29,00:00,21:49,到达,1h20m,XMN,CAN,厦门,广州,2020-04-03
ZH4355,深圳航空,高崎国际机场,白云国际机场,XMN,CAN,00:00,20:29,00:00,21:49,到达,1h20m,XMN,CAN,厦门,广州,2020-04-03
NS8305,河北航空,高崎国际机场,白云国际机场,XMN,CAN,06:50,取消,08:30,取消,取消,1h40m,XMN,CAN,厦门,广州,2020-04-03
CZ5109,南方航空,高崎国际机场,白云国际机场,XMN,CAN,06:50,取消,08:30,取消,取消,1h40m,XMN,CAN,厦门,广州,2020-04-03
MF8305,厦门航空,高崎国际机场,白云国际机场,XMN,CAN,06:50,取消,08:30,取消,取消,1h40m,XMN,CAN,厦门,广州,2020-04-03
NS8311,河北航空,高崎国际机场,白云国际机场,XMN,CAN,08:40,取消,10:15,取消,取消,1h35m,XMN,CAN,厦门,广州,2020-04-03
MF8311,厦门航空,高崎国际机场,白云国际机场,XMN,CAN,08:40,取消,10:15,取消,取消,1h35m,XMN,CAN,厦门,广州,2020-04-03
CZ5111,南方航空,高崎国际机场,白云国际机场,XMN,CAN,08:40,取消,10:15,取消,取消,1h35m,XMN,CAN,厦门,广州,2020-04-03
MF8373,厦门航空,高崎国际机场,白云国际机场,XMN,CAN,12:40,12:38,14:25,13:42,到达,1h4m,XMN,CAN,厦门,广州,2020-04-03
CZ5155,南方航空,高崎国际机场,白云国际机场,XMN,CAN,12:40,12:38,14:25,13:42,到达,1h4m,XMN,CAN,厦门,广州,2020-04-03
NS8373,河北航空,高崎国际机场,白云国际机场,XMN,CAN,12:40,12:38,14:25,13:42,到达,1h4m,XMN,CAN,厦门,广州,2020-04-03
MF1381,厦门航空,高崎国际机场,白云国际机场,XMN,CAN,14:30,取消,16:05,取消,取消,1h35m,XMN,CAN,厦门,广州,2020-04-03
QF3632,澳洲航空,高崎国际机场,白云国际机场,XMN,CAN,14:30,取消,16:05,取消,取消,1h35m,XMN,CAN,厦门,广州,2020-04-03
CZ3742,南方航空,高崎国际机场,白云国际机场,XMN,CAN,14:30,取消,16:05,取消,取消,1h35m,XMN,CAN,厦门,广州,2020-04-03
CZ3880,南方航空,高崎国际机场,白云国际机场,XMN,CAN,16:25,16:38,18:05,17:47,到达,1h9m,XMN,CAN,厦门,广州,2020-04-03
MF1461,厦门航空,高崎国际机场,白云国际机场,XMN,CAN,16:25,16:38,18:05,17:47,到达,1h9m,XMN,CAN,厦门,广州,2020-04-03
QF3630,澳洲航空,高崎国际机场,白云国际机场,XMN,CAN,16:25,16:38,18:05,17:47,到达,1h9m,XMN,CAN,厦门,广州,2020-04-03
SC4629,山东航空,高崎国际机场,白云国际机场,XMN,CAN,18:30,取消,20:05,取消,取消,1h35m,XMN,CAN,厦门,广州,2020-04-03
CA4629,中国国航,高崎国际机场,白云国际机场,XMN,CAN,18:30,取消,20:05,取消,取消,1h35m,XMN,CAN,厦门,广州,2020-04-03
NS8301,河北航空,高崎国际机场,白云国际机场,XMN,CAN,19:00,取消,20:40,取消,取消,1h40m,XMN,CAN,厦门,广州,2020-04-03
MF8301,厦门航空,高崎国际机场,白云国际机场,XMN,CAN,19:00,取消,20:40,取消,取消,1h40m,XMN,CAN,厦门,广州,2020-04-03
CZ5107,南方航空,高崎国际机场,白云国际机场,XMN,CAN,19:00,取消,20:40,取消,取消,1h40m,XMN,CAN,厦门,广州,2020-04-03
9H6007,长安航空,咸阳国际机场,地窝堡国际机场,XIY,URC,06:15,06:21,10:00,09:25,到达,3h4m,SIA,URC,西安,乌鲁木齐,2020-04-03
9C8845,春秋航空,咸阳国际机场,地窝堡国际机场,XIY,URC,10:35,10:58,14:30,13:59,到达,3h1m,SIA,URC,西安,乌鲁木齐,2020-04-03
RY8939,江西航空,咸阳国际机场,地窝堡国际机场,XIY,URC,11:50,12:10,15:35,15:12,到达,3h2m,SIA,URC,西安,乌鲁木齐,2020-04-03
MF2023,厦门航空,咸阳国际机场,地窝堡国际机场,XIY,URC,11:50,12:10,15:35,15:12,到达,3h2m,SIA,URC,西安,乌鲁木齐,2020-04-03
MU3953,东方航空,咸阳国际机场,地窝堡国际机场,XIY,URC,12:20,12:37,15:45,15:42,到达,3h5m,SIA,URC,西安,乌鲁木齐,2020-04-03
ZH3537,深圳航空,咸阳国际机场,地窝堡国际机场,XIY,URC,12:20,12:37,15:45,15:42,到达,3h5m,SIA,URC,西安,乌鲁木齐,2020-04-03
3U8321,四川航空,咸阳国际机场,地窝堡国际机场,XIY,URC,12:20,12:37,15:45,15:42,到达,3h5m,SIA,URC,西安,乌鲁木齐,2020-04-03
CZ4933,南方航空,咸阳国际机场,地窝堡国际机场,XIY,URC,12:20,12:37,15:45,15:42,到达,3h5m,SIA,URC,西安,乌鲁木齐,2020-04-03
G58726,华夏航空,咸阳国际机场,地窝堡国际机场,XIY,URC,12:20,12:37,15:45,15:42,到达,3h5m,SIA,URC,西安,乌鲁木齐,2020-04-03
HU7897,海南航空,咸阳国际机场,地窝堡国际机场,XIY,URC,12:25,12:52,15:55,15:56,到达,3h4m,SIA,URC,西安,乌鲁木齐,2020-04-03
UQ2508,乌鲁木齐航空,咸阳国际机场,地窝堡国际机场,XIY,URC,13:10,取消,16:50,取消,取消,3h40m,SIA,URC,西安,乌鲁木齐,2020-04-03
MU2769,东方航空,咸阳国际机场,地窝堡国际机场,XIY,URC,14:45,15:36,18:20,18:39,到达,3h3m,SIA,URC,西安,乌鲁木齐,2020-04-03
CZ6914,南方航空,咸阳国际机场,地窝堡国际机场,XIY,URC,16:20,16:45,19:35,19:52,到达,3h7m,SIA,URC,西安,乌鲁木齐,2020-04-03
MU2299,东方航空,咸阳国际机场,地窝堡国际机场,XIY,URC,16:45,17:13,20:30,20:29,到达,3h16m,SIA,URC,西安,乌鲁木齐,2020-04-03
HO3641,吉祥航空,咸阳国际机场,地窝堡国际机场,XIY,URC,16:45,17:13,20:30,20:29,到达,3h16m,SIA,URC,西安,乌鲁木齐,2020-04-03
GS7498,天津航空,咸阳国际机场,地窝堡国际机场,XIY,URC,18:50,18:55,22:20,22:01,到达,3h6m,SIA,URC,西安,乌鲁木齐,2020-04-03
MU2398,东方航空,咸阳国际机场,地窝堡国际机场,XIY,URC,19:15,取消,23:00,取消,取消,3h45m,SIA,URC,西安,乌鲁木齐,2020-04-03
CZ6960,南方航空,咸阳国际机场,地窝堡国际机场,XIY,URC,19:55,20:14,23:35,23:18,到达,3h4m,SIA,URC,西安,乌鲁木齐,2020-04-03
HU7896,海南航空,咸阳国际机场,地窝堡国际机场,XIY,URC,20:10,20:18,23:50,23:23,到达,3h5m,SIA,URC,西安,乌鲁木齐,2020-04-03
HU7820,海南航空,咸阳国际机场,地窝堡国际机场,XIY,URC,20:15,取消,23:55,取消,取消,3h40m,SIA,URC,西安,乌鲁木齐,2020-04-03
CZ6306,南方航空,咸阳国际机场,地窝堡国际机场,XIY,URC,21:25,21:31,00:55+1,00:38+1,到达,3h7m,SIA,URC,西安,乌鲁木齐,2020-04-03
MU3296,东方航空,咸阳国际机场,地窝堡国际机场,XIY,URC,21:25,21:31,00:55+1,00:38+1,到达,3h7m,SIA,URC,西安,乌鲁木齐,2020-04-03
GS7494,天津航空,咸阳国际机场,地窝堡国际机场,XIY,URC,21:40,21:57,01:05+1,01:10+1,到达,3h13m,SIA,URC,西安,乌鲁木齐,2020-04-03
8L9932,祥鹏航空,思茅机场,长水国际机场,SYM,KMG,08:40,取消,09:45,取消,取消,1h5m,SYM,KMG,普洱,昆明,2020-04-03
MU5918,东方航空,思茅机场,长水国际机场,SYM,KMG,11:05,11:07,12:10,11:48,到达,0h41m,SYM,KMG,普洱,昆明,2020-04-03
MU5711,东方航空,思茅机场,长水国际机场,SYM,KMG,14:55,取消,16:00,取消,取消,1h5m,SYM,KMG,普洱,昆明,2020-04-03
MU5898,东方航空,思茅机场,长水国际机场,SYM,KMG,19:10,19:06,20:10,19:46,到达,0h40m,SYM,KMG,普洱,昆明,2020-04-03
CZ9419,南方航空,思茅机场,长水国际机场,SYM,KMG,19:10,19:06,20:10,19:46,到达,0h40m,SYM,KMG,普洱,昆明,2020-04-03
MU5894,东方航空,思茅机场,长水国际机场,SYM,KMG,21:50,取消,22:50,取消,取消,1h0m,SYM,KMG,普洱,昆明,2020-04-03
8L9936,祥鹏航空,思茅机场,长水国际机场,SYM,KMG,23:50,取消,00:50+1,取消,取消,1h0m,SYM,KMG,普洱,昆明,2020-04-03
MF5003,厦门航空,昭通机场,三义机场,ZAT,LJG,12:40,12:09,13:40,12:55,到达,0h46m,ZAT,LJG,昭通,丽江,2020-04-03
MU3911,东方航空,昭通机场,三义机场,ZAT,LJG,12:40,12:09,13:40,12:55,到达,0h46m,ZAT,LJG,昭通,丽江,2020-04-03
3U8053,四川航空,昭通机场,三义机场,ZAT,LJG,12:40,12:09,13:40,12:55,到达,0h46m,ZAT,LJG,昭通,丽江,2020-04-03
CZ3287,南方航空,两江国际机场,首都国际机场,KWL,PEK,16:45,取消,19:40,取消,取消,2h55m,KWL,BJS,桂林,北京,2020-04-03
DZ6219,东海航空,宝安国际机场,包头东河机场,SZX,BAV,06:20,06:41,11:40,11:37,到达,4h56m,SZX,BAV,深圳,包头,2020-04-03
PN6343,西部航空,江北国际机场,新郑国际机场,CKG,CGO,06:30,06:40,12:15,11:48,到达,5h8m,CKG,CGO,重庆,郑州,2020-04-03
3U8509,四川航空,江北国际机场,新郑国际机场,CKG,CGO,06:35,取消,08:20,取消,取消,1h45m,CKG,CGO,重庆,郑州,2020-04-03
EU7041,成都航空,江北国际机场,新郑国际机场,CKG,CGO,06:35,取消,08:20,取消,取消,1h45m,CKG,CGO,重庆,郑州,2020-04-03
CZ4951,南方航空,江北国际机场,新郑国际机场,CKG,CGO,06:35,取消,08:20,取消,取消,1h45m,CKG,CGO,重庆,郑州,2020-04-03
G52673,华夏航空,江北国际机场,新郑国际机场,CKG,CGO,06:55,06:55,11:15,10:45,到达,3h50m,CKG,CGO,重庆,郑州,2020-04-03
CA5865,中国国航,江北国际机场,新郑国际机场,CKG,CGO,06:55,06:55,11:15,10:45,到达,3h50m,CKG,CGO,重庆,郑州,2020-04-03
GS6585,天津航空,江北国际机场,新郑国际机场,CKG,CGO,07:20,取消,09:05,取消,取消,1h45m,CKG,CGO,重庆,郑州,2020-04-03
PN6273,西部航空,江北国际机场,新郑国际机场,CKG,CGO,08:10,08:13,10:00,09:38,到达,1h25m,CKG,CGO,重庆,郑州,2020-04-03
CA4573,中国国航,江北国际机场,新郑国际机场,CKG,CGO,08:15,08:19,10:10,09:42,到达,1h23m,CKG,CGO,重庆,郑州,2020-04-03
SC4573,山东航空,江北国际机场,新郑国际机场,CKG,CGO,08:15,08:19,10:10,09:42,到达,1h23m,CKG,CGO,重庆,郑州,2020-04-03
G58117,华夏航空,江北国际机场,新郑国际机场,CKG,CGO,08:15,08:19,10:10,09:42,到达,1h23m,CKG,CGO,重庆,郑州,2020-04-03
ZH4573,深圳航空,江北国际机场,新郑国际机场,CKG,CGO,08:15,08:19,10:10,09:42,到达,1h23m,CKG,CGO,重庆,郑州,2020-04-03
8L9771,祥鹏航空,江北国际机场,新郑国际机场,CKG,CGO,09:50,取消,11:30,取消,取消,1h40m,CKG,CGO,重庆,郑州,2020-04-03
DZ6345,东海航空,江北国际机场,新郑国际机场,CKG,CGO,15:15,取消,17:00,取消,取消,1h45m,CKG,CGO,重庆,郑州,2020-04-03
CZ6354,南方航空,江北国际机场,新郑国际机场,CKG,CGO,18:30,18:21,20:20,19:38,到达,1h17m,CKG,CGO,重庆,郑州,2020-04-03
3U1076,四川航空,江北国际机场,新郑国际机场,CKG,CGO,22:45,22:47,00:30+1,00:06+1,到达,1h19m,CKG,CGO,重庆,郑州,2020-04-03
CZ3480,南方航空,江北国际机场,新郑国际机场,CKG,CGO,22:45,22:47,00:30+1,00:06+1,到达,1h19m,CKG,CGO,重庆,郑州,2020-04-03
CA8753,中国国航,流亭国际机场,东郊机场,TAO,JMU,06:45,06:36,09:15,08:43,到达,2h7m,TAO,JMU,青岛,佳木斯,2020-04-03
SC8753,山东航空,流亭国际机场,东郊机场,TAO,JMU,06:45,06:36,09:15,08:43,到达,2h7m,TAO,JMU,青岛,佳木斯,2020-04-03
ZH3071,深圳航空,流亭国际机场,东郊机场,TAO,JMU,06:45,06:36,09:15,08:43,到达,2h7m,TAO,JMU,青岛,佳木斯,2020-04-03
ZH4019,深圳航空,江北国际机场,白塔埠机场,CKG,LYG,08:15,08:10,10:30,10:15,到达,2h5m,CKG,LYG,重庆,连云港,2020-04-03
CA4019,中国国航,江北国际机场,白塔埠机场,CKG,LYG,08:15,08:10,10:30,10:15,到达,2h5m,CKG,LYG,重庆,连云港,2020-04-03
GS6431,天津航空,周水子国际机场,流亭国际机场,DLC,TAO,08:05,取消,09:05,取消,取消,1h0m,DLC,TAO,大连,青岛,2020-04-03
TV6798,西藏航空,周水子国际机场,流亭国际机场,DLC,TAO,13:05,取消,14:15,取消,取消,1h10m,DLC,TAO,大连,青岛,2020-04-03
SC4838,山东航空,周水子国际机场,流亭国际机场,DLC,TAO,13:05,取消,14:15,取消,取消,1h10m,DLC,TAO,大连,青岛,2020-04-03
CA4838,中国国航,周水子国际机场,流亭国际机场,DLC,TAO,13:05,取消,14:15,取消,取消,1h10m,DLC,TAO,大连,青岛,2020-04-03
G58363,华夏航空,周水子国际机场,流亭国际机场,DLC,TAO,13:05,取消,14:15,取消,取消,1h10m,DLC,TAO,大连,青岛,2020-04-03
ZH3100,深圳航空,周水子国际机场,流亭国际机场,DLC,TAO,13:05,取消,14:15,取消,取消,1h10m,DLC,TAO,大连,青岛,2020-04-03
3U4642,四川航空,周水子国际机场,流亭国际机场,DLC,TAO,13:05,取消,14:15,取消,取消,1h10m,DLC,TAO,大连,青岛,2020-04-03
G58321,华夏航空,周水子国际机场,流亭国际机场,DLC,TAO,14:05,取消,15:10,取消,取消,1h5m,DLC,TAO,大连,青岛,2020-04-03
CA4742,中国国航,周水子国际机场,流亭国际机场,DLC,TAO,14:05,取消,15:10,取消,取消,1h5m,DLC,TAO,大连,青岛,2020-04-03
SC4742,山东航空,周水子国际机场,流亭国际机场,DLC,TAO,14:05,取消,15:10,取消,取消,1h5m,DLC,TAO,大连,青岛,2020-04-03
CA8776,中国国航,周水子国际机场,流亭国际机场,DLC,TAO,22:10,22:05,23:15,22:40,到达,0h35m,DLC,TAO,大连,青岛,2020-04-03
SC8776,山东航空,周水子国际机场,流亭国际机场,DLC,TAO,22:10,22:05,23:15,22:40,到达,0h35m,DLC,TAO,大连,青岛,2020-04-03
G58485,华夏航空,周水子国际机场,流亭国际机场,DLC,TAO,22:10,22:05,23:15,22:40,到达,0h35m,DLC,TAO,大连,青岛,2020-04-03
CA3503,中国国航,临沂启阳机场,栎社国际机场,LYI,NGB,12:40,12:49,14:20,14:06,到达,1h17m,LYI,NGB,临沂,宁波,2020-04-03
ZH9759,深圳航空,临沂启阳机场,栎社国际机场,LYI,NGB,12:40,12:49,14:20,14:06,到达,1h17m,LYI,NGB,临沂,宁波,2020-04-03
HO5138,吉祥航空,临沂启阳机场,栎社国际机场,LYI,NGB,12:40,12:49,14:20,14:06,到达,1h17m,LYI,NGB,临沂,宁波,2020-04-03
KY9759,昆明航空,临沂启阳机场,栎社国际机场,LYI,NGB,12:40,12:49,14:20,14:06,到达,1h17m,LYI,NGB,临沂,宁波,2020-04-03
SC9759,山东航空,临沂启阳机场,栎社国际机场,LYI,NGB,12:40,12:49,14:20,14:06,到达,1h17m,LYI,NGB,临沂,宁波,2020-04-03
TV6815,西藏航空,遥墙国际机场,龙嘉国际机场,TNA,CGQ,10:15,10:21,12:10,12:05,到达,1h44m,TNA,CGQ,济南,长春,2020-04-03
G58384,华夏航空,遥墙国际机场,龙嘉国际机场,TNA,CGQ,10:15,10:21,12:10,12:05,到达,1h44m,TNA,CGQ,济南,长春,2020-04-03
CA4957,中国国航,遥墙国际机场,龙嘉国际机场,TNA,CGQ,10:15,10:21,12:10,12:05,到达,1h44m,TNA,CGQ,济南,长春,2020-04-03
SC4957,山东航空,遥墙国际机场,龙嘉国际机场,TNA,CGQ,10:15,10:21,12:10,12:05,到达,1h44m,TNA,CGQ,济南,长春,2020-04-03
3U4657,四川航空,遥墙国际机场,龙嘉国际机场,TNA,CGQ,10:15,10:21,12:10,12:05,到达,1h44m,TNA,CGQ,济南,长春,2020-04-03
3U4013,四川航空,遥墙国际机场,龙嘉国际机场,TNA,CGQ,11:10,取消,13:05,取消,取消,1h55m,TNA,CGQ,济南,长春,2020-04-03
NS6041,河北航空,遥墙国际机场,龙嘉国际机场,TNA,CGQ,11:10,取消,13:05,取消,取消,1h55m,TNA,CGQ,济南,长春,2020-04-03
MF8041,厦门航空,遥墙国际机场,龙嘉国际机场,TNA,CGQ,11:10,取消,13:05,取消,取消,1h55m,TNA,CGQ,济南,长春,2020-04-03
HU7727,海南航空,遥墙国际机场,龙嘉国际机场,TNA,CGQ,11:20,12:01,13:15,13:47,到达,1h46m,TNA,CGQ,济南,长春,2020-04-03
SC7021,山东航空,遥墙国际机场,龙嘉国际机场,TNA,CGQ,12:10,取消,14:15,取消,取消,2h5m,TNA,CGQ,济南,长春,2020-04-03
3U8799,四川航空,遥墙国际机场,龙嘉国际机场,TNA,CGQ,12:10,取消,14:15,取消,取消,2h5m,TNA,CGQ,济南,长春,2020-04-03
MU5279,东方航空,遥墙国际机场,龙嘉国际机场,TNA,CGQ,14:15,14:04,16:20,15:50,到达,1h46m,TNA,CGQ,济南,长春,2020-04-03
TV6789,西藏航空,遥墙国际机场,龙嘉国际机场,TNA,CGQ,16:05,取消,18:05,取消,取消,2h0m,TNA,CGQ,济南,长春,2020-04-03
G58346,华夏航空,遥墙国际机场,龙嘉国际机场,TNA,CGQ,16:05,取消,18:05,取消,取消,2h0m,TNA,CGQ,济南,长春,2020-04-03
3U4637,四川航空,遥墙国际机场,龙嘉国际机场,TNA,CGQ,16:05,取消,18:05,取消,取消,2h0m,TNA,CGQ,济南,长春,2020-04-03
CA4767,中国国航,遥墙国际机场,龙嘉国际机场,TNA,CGQ,16:05,取消,18:05,取消,取消,2h0m,TNA,CGQ,济南,长春,2020-04-03
SC4767,山东航空,遥墙国际机场,龙嘉国际机场,TNA,CGQ,16:05,取消,18:05,取消,取消,2h0m,TNA,CGQ,济南,长春,2020-04-03
HO1135,吉祥航空,滨海国际机场,长白山机场,TSN,NBS,16:55,取消,18:40,取消,取消,1h45m,TSN,NBS,天津,白山,2020-04-03
EU2787,成都航空,双流国际机场,龙洞堡国际机场,CTU,KWE,10:35,11:01,12:00,12:04,到达,1h3m,CTU,KWE,成都,贵阳,2020-04-03
3U2539,四川航空,双流国际机场,龙洞堡国际机场,CTU,KWE,10:35,11:01,12:00,12:04,到达,1h3m,CTU,KWE,成都,贵阳,2020-04-03
TV6421,西藏航空,双流国际机场,龙洞堡国际机场,CTU,KWE,14:30,14:23,16:00,15:22,到达,0h59m,CTU,KWE,成都,贵阳,2020-04-03
G58092,华夏航空,双流国际机场,龙洞堡国际机场,CTU,KWE,14:30,14:23,16:00,15:22,到达,0h59m,CTU,KWE,成都,贵阳,2020-04-03
ZH4435,深圳航空,双流国际机场,龙洞堡国际机场,CTU,KWE,14:30,14:23,16:00,15:22,到达,0h59m,CTU,KWE,成都,贵阳,2020-04-03
SC4435,山东航空,双流国际机场,龙洞堡国际机场,CTU,KWE,14:30,14:23,16:00,15:22,到达,0h59m,CTU,KWE,成都,贵阳,2020-04-03
CA4435,中国国航,双流国际机场,龙洞堡国际机场,CTU,KWE,14:30,14:23,16:00,15:22,到达,0h59m,CTU,KWE,成都,贵阳,2020-04-03
GY7184,多彩航空,双流国际机场,龙洞堡国际机场,CTU,KWE,16:05,16:09,19:20,18:37,到达,2h28m,CTU,KWE,成都,贵阳,2020-04-03
GY7118,多彩航空,双流国际机场,龙洞堡国际机场,CTU,KWE,20:40,20:40,22:05,21:42,到达,1h2m,CTU,KWE,成都,贵阳,2020-04-03
PN6301,西部航空,江北国际机场,晋江机场,CKG,JJN,06:30,取消,08:50,取消,取消,2h20m,CKG,JJN,重庆,泉州,2020-04-03
NS8484,河北航空,江北国际机场,晋江机场,CKG,JJN,09:05,09:21,11:30,11:22,到达,2h1m,CKG,JJN,重庆,泉州,2020-04-03
3U4120,四川航空,江北国际机场,晋江机场,CKG,JJN,09:05,09:21,11:30,11:22,到达,2h1m,CKG,JJN,重庆,泉州,2020-04-03
MF8484,厦门航空,江北国际机场,晋江机场,CKG,JJN,09:05,09:21,11:30,11:22,到达,2h1m,CKG,JJN,重庆,泉州,2020-04-03
GS6593,天津航空,江北国际机场,晋江机场,CKG,JJN,09:05,09:30,11:25,11:36,到达,2h6m,CKG,JJN,重庆,泉州,2020-04-03
G52713,华夏航空,江北国际机场,晋江机场,CKG,JJN,09:30,09:23,13:05,12:37,到达,3h14m,CKG,JJN,重庆,泉州,2020-04-03
CA5815,中国国航,江北国际机场,晋江机场,CKG,JJN,09:30,09:23,13:05,12:37,到达,3h14m,CKG,JJN,重庆,泉州,2020-04-03
NS8612,河北航空,江北国际机场,晋江机场,CKG,JJN,14:05,14:12,16:25,16:22,到达,2h10m,CKG,JJN,重庆,泉州,2020-04-03
3U4134,四川航空,江北国际机场,晋江机场,CKG,JJN,14:05,14:12,16:25,16:22,到达,2h10m,CKG,JJN,重庆,泉州,2020-04-03
MF8612,厦门航空,江北国际机场,晋江机场,CKG,JJN,14:05,14:12,16:25,16:22,到达,2h10m,CKG,JJN,重庆,泉州,2020-04-03
PN6209,西部航空,江北国际机场,晋江机场,CKG,JJN,15:55,15:56,20:15,19:42,到达,3h46m,CKG,JJN,重庆,泉州,2020-04-03
HU7559,海南航空,咸阳国际机场,龙湾国际机场,XIY,WNZ,08:35,取消,11:15,取消,取消,2h40m,SIA,WNZ,西安,温州,2020-04-03
HO3495,吉祥航空,咸阳国际机场,龙湾国际机场,XIY,WNZ,09:40,取消,12:20,取消,取消,2h40m,SIA,WNZ,西安,温州,2020-04-03
3U2556,四川航空,咸阳国际机场,龙湾国际机场,XIY,WNZ,09:40,取消,12:20,取消,取消,2h40m,SIA,WNZ,西安,温州,2020-04-03
EU2774,成都航空,咸阳国际机场,龙湾国际机场,XIY,WNZ,09:40,取消,12:20,取消,取消,2h40m,SIA,WNZ,西安,温州,2020-04-03
G58062,华夏航空,咸阳国际机场,龙湾国际机场,XIY,WNZ,12:45,13:02,15:20,15:05,到达,2h3m,SIA,WNZ,西安,温州,2020-04-03
ZH1924,深圳航空,咸阳国际机场,龙湾国际机场,XIY,WNZ,12:45,13:02,15:20,15:05,到达,2h3m,SIA,WNZ,西安,温州,2020-04-03
CA1924,中国国航,咸阳国际机场,龙湾国际机场,XIY,WNZ,12:45,13:02,15:20,15:05,到达,2h3m,SIA,WNZ,西安,温州,2020-04-03
MU2289,东方航空,咸阳国际机场,龙湾国际机场,XIY,WNZ,16:10,16:38,18:50,18:52,到达,2h14m,SIA,WNZ,西安,温州,2020-04-03
3U5021,四川航空,咸阳国际机场,龙湾国际机场,XIY,WNZ,16:10,16:38,18:50,18:52,到达,2h14m,SIA,WNZ,西安,温州,2020-04-03
JD5233,首都航空,咸阳国际机场,龙湾国际机场,XIY,WNZ,19:50,取消,22:20,取消,取消,2h30m,SIA,WNZ,西安,温州,2020-04-03
MU5459,东方航空,虹桥国际机场,白塔国际机场,SHA,HET,06:45,06:40,09:50,09:03,到达,2h23m,SHA,HET,上海,呼和浩特,2020-04-03
MU9127,东方航空,虹桥国际机场,白塔国际机场,SHA,HET,10:05,取消,13:05,取消,取消,3h0m,SHA,HET,上海,呼和浩特,2020-04-03
FM9127,上海航空,虹桥国际机场,白塔国际机场,SHA,HET,10:05,取消,13:05,取消,取消,3h0m,SHA,HET,上海,呼和浩特,2020-04-03
ZH1554,深圳航空,浦东国际机场,白塔国际机场,PVG,HET,12:45,取消,15:40,取消,取消,2h55m,SHA,HET,上海,呼和浩特,2020-04-03
CA1554,中国国航,浦东国际机场,白塔国际机场,PVG,HET,12:45,取消,15:40,取消,取消,2h55m,SHA,HET,上海,呼和浩特,2020-04-03
G58028,华夏航空,浦东国际机场,白塔国际机场,PVG,HET,12:45,取消,15:40,取消,取消,2h55m,SHA,HET,上海,呼和浩特,2020-04-03
G58512,华夏航空,虹桥国际机场,白塔国际机场,SHA,HET,17:20,取消,20:10,取消,取消,2h50m,SHA,HET,上海,呼和浩特,2020-04-03
MU5689,东方航空,虹桥国际机场,白塔国际机场,SHA,HET,17:20,取消,20:10,取消,取消,2h50m,SHA,HET,上海,呼和浩特,2020-04-03
ZH5430,深圳航空,嘎洒国际机场,黄花国际机场,JHG,CSX,11:30,11:45,13:40,13:37,到达,1h52m,JHG,CSX,西双版纳,长沙,2020-04-03
KY3030,昆明航空,嘎洒国际机场,黄花国际机场,JHG,CSX,11:30,11:45,13:40,13:37,到达,1h52m,JHG,CSX,西双版纳,长沙,2020-04-03
CA5798,中国国航,嘎洒国际机场,黄花国际机场,JHG,CSX,11:30,11:45,13:40,13:37,到达,1h52m,JHG,CSX,西双版纳,长沙,2020-04-03
EU2702,成都航空,嘎洒国际机场,黄花国际机场,JHG,CSX,11:30,取消,13:55,取消,取消,2h25m,JHG,CSX,西双版纳,长沙,2020-04-03
9C8852,春秋航空,嘎洒国际机场,黄花国际机场,JHG,CSX,17:00,17:11,19:20,19:08,到达,1h57m,JHG,CSX,西双版纳,长沙,2020-04-03
ZH5428,深圳航空,嘎洒国际机场,黄花国际机场,JHG,CSX,22:25,取消,00:35+1,取消,取消,2h10m,JHG,CSX,西双版纳,长沙,2020-04-03
CA5796,中国国航,嘎洒国际机场,黄花国际机场,JHG,CSX,22:25,取消,00:35+1,取消,取消,2h10m,JHG,CSX,西双版纳,长沙,2020-04-03
KY3028,昆明航空,嘎洒国际机场,黄花国际机场,JHG,CSX,22:25,取消,00:35+1,取消,取消,2h10m,JHG,CSX,西双版纳,长沙,2020-04-03
